SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,orphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,Reference,ReferenceLinks,ethod,other_SNe,ra,dec,gallat,gallong,Avschaflly,morphology,reference,Distance_best,Distance_err_best,ethod_best,Refer_best,Hubble_dm,Hubble_dm_err,Best_dm,Best_dm_err,Best_dm_method,UV2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,PNLF_dm,PNLF_dm_err,PNLF_dm_ref,TF_dm,TF_dm_err,TF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_ref,Other_dm,Other_dm_err,Other_dm_ref,test
ASASSN-15rq,GALEXASC J000802.78-363348.1,,Ia,0.025,,12,34125,'00:08:03.140,-36:33:51.81,0.035,0.0035,S_F_2011,0h08m02.8s,-36d33m49s,344.495307,-76.829793,,,,,,,,,done,3,223f,UV bright,,,,,,00h08m02.8s,-36d33m49s,344.495307,-76.829793,0.036,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,test
ASASSN-15pz,,,Ia-SC,0.014903,,22,34102,,,,,,,,,,,,4468,9,4413,17,,,done,2.5,223f,,,,,,,03h08m49.5s,-35d14m09s,237.014824,-59.684032,0.049,SB(rs)d,2005NRAS.361...34D,33.96390334,0.413227928,HF,,33.96390334,0.413227928,,,,20,,,,,,,,,,,,,,,,,,,test
PS15cku,2ASX J01242239+0335168,,Ia,0.023,,7,34123,'01:24:22.53,+03:35:15.2,0.07,0.007,S_F_2011,1h24m22.399s,3d35m16.85s,138.702681,-58.271633,0.032158,,9641,0,9406,19,,,done,3,223f,,,,,,,01h24m22.4s,03d35m17s,138.702681,-58.271633,0.072,,,35.63394793,0.3623836,HF,,35.63394793,0.3623836,,,,0,,,,,,,,,,,,,,,,,,,test
PSNJ09100885+5003396,,PSNJ09100885+5003396,Ia-SC,0.026,,9,34161,,,,,,,,,,,,10328,30,10532,32,,,done,2,223f,ATEL8263,,,,,,09h10m08.9s,50d03m10s,168.6076,42.4311,0.053,Sc+COP,1995ApJS..100...69F,35.78341866,0.36076187,HF,,35.78341866,0.36076187,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15so,NGC 3583,,Ia,0.007125,,18,,'11:14:11.037,+48:19:07.24,0.039,0.0039,S_F_2011,11h14m10.979s,48d19m06.16s,158.116481,61.629279,0.007125,SB(s)b,2136,6,2604,22,,,done,3,223f,,,,,,,11h14m10.9s,48d19m07s,158.116481,61.629279,0.04,SB(s)b,1991RC3.9.C...0000d,32.36134376,0.583042714,HF,,32.36134376,0.583042714,,,,11,,,,,,,,,,,,,,,,,,,test
ASASSN-15sf,APUKS(BJ) B000853.90-064231.3,,Ia,0.027,,6,,'00:11:27.60,-06:25:38.4,0.083,0.0083,S_F_2011,0h11m27.3242s,-6d25m49.98s,96.472541,-67.225288,,,,,,,,,done,3,2238,,,,,,,00h11m27.3s,-06d25m50s,96.472541,-67.225288,0.084,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,test
PS15br,,,SLSN-II,0.101,,14,33672,,,,,,,,,,,,,,,,,,GI13,6,223f,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,test
SN2015dc,,,Ia?,0.007562,ASTERJ103747.94-270507.2,2,,,,,,,,,,,,,2267,12,2281,28,'2015-10-20 02:14:34.000,'2015-07-18 17:45:36,done,2,all,,,,,,SN2007cv,10h37m47.4s,-27d04m54s,269.550524,26.991627,0.194,E+4,1993AJ....106.1394B,32.49059512,0.56199929,HF,,32.49059512,0.56199929,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15qh,ESO 534-G024,,II,0.010207,PS15cem&LSQ15bed,15,,'22:45:13.220,-22:43:39.82,0.081,0.0081,S_F_2011,22h45m14.634s,-22d43m50.26s,34.654767,-61.131912,0.010207,SAB(rs)d:,3060,8,3148,16,,,done,3,all,,x,,,,,22h45m14.7s,-22d43m51s,34.654767,-61.131912,0.083,SAB(rs)d:,1998A&AS..130..333T,33.14194465,0.477001758,HF,,33.14194465,0.477001758,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15qc,UGC 402,,Ia,0.017649,,11,,'00:39:17.980,+03:57:00.14,0.065,0,"Brown_walker_2020,S_F_2011",0h39m18.612s,3d57m08.87s,117.088955,-58.781209,0.017649,S0,5291,6,5166,18,,,done,3,all,,,,,,,00h39m18.6s,+03d57m10s,117.088955,-58.781209,0.07,S0,1993ApJS...88..383L,34.33102633,0.395368805,HF,,34.33102633,0.395368805,,,,0,,,,,,,,,,,,,,,,,,,test
DES15S2nr,,,SLSN-I,0.22,,8,34075,,,,,,,,,,,,,,,,,,done,9,30d5,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,test
PS15blq,,,SLSN-IIn,0.125,ASTEROTJ173142.37+435334.1,5,34084,'17:31:42.37,+43:53:34.1,0.047,0.0047,S_F_2011,,,,,,,,,,,,,done,10,223f,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,test
SN2015an,IC 2367,PSNJ08241502-1846281,IIP,0.008166,,1,,'08:24:15.02,-18:46:28.1,0.273,0.0273,S_F_2011,8h24m10.089s,-18d46m31.88s,240.604413,10.65809,0.008166,SB(r)b,2448,3,2578,25,'2015-09-13,'2016-03-06 20:16:48,,2,all,,,,,,,08h24m10.1s,-18d46m32s,240.604413,10.65809,0.28,SB(r)b,1998A&AS..130..333T,32.65739459,0.536162659,HF,,32.65739459,0.536162659,,,,,,,,,,,,,,,,,,,,,,,test
SN2015ah,UGC 12295,PSNJ23002463+0137368,Ib,0.016,,1,33983,'23:00:24.63,+01:37:36.8,0.219,0.0219,S_F_2011,23h00m23.7019s,1d37m35.414s,75.562931,-50.740761,0.016128,SAB(s)cd:,4835,58,4843,60,'2015-08-06,,done,2,all,,,,,,,23h00m23.7s,+01d37m36s,75.562931,-50.740761,0.221,SAB(s)cd,2000UZC...C......0F,34.13531991,0.408579817,HF,,34.13531991,0.408579817,,,,0,,,,,,,,,,,,,,,,,,,test
SN2015ap,IC 1776,PSNJ02051332+0606084,Ib,0.011375,,8,34045,'02:05:13.32,+06:06:08.4,0.113,0.0113,S_F_2011,2h05m15.242s,6d06m24.92s,153.886809,-52.27192,0.011375,SB(s)d         HII,3410,5,3292,14,'2015-09-08,,done,3,all6,,57271,Gangopadhyay_etal_2020,https://ui.adsabs.harvard.edu/abs/2020NRAS.497.3770G/abstract,between light curve and spectral fitting,,02h05m15.2s,+06d06m25s,153.886809,-52.27192,0.116,SB(s)d,1993ApJ...419...30C,33.37710941,0.45454988,HF,Gangopadhyay_etal_2020,33.37710941,0.45454988,,,,4,,,,,,,,,,,,,,,,,,,test
ASASSN-15oz,HIPASS J1919-33,,II,0.006929,,21,,'19:19:33.49,-33:46:02.0,0.247,0.0247,S_F_2011,19h19m32.8s,-33d46m03s,4.3158,-20.1132,0.006931,,2078,14,2316,20,,,GI13,3,all6,,57648,8,Reynolds_etal_2020 https://ui.adsabs.harvard.edu/abs/2020NRAS.493.1761R/abstract,,,19h19m22.4s,-33d51m09s,4.3158,-20.1132,0.249,,2005NRAS.361...34D,32.30156523,0.594375494,HF,Reynolds_etal_2020,32.30156523,0.594375494,,,,,,,,,,,,,,,,,,,,,,,test
SN2015ak,ESO 108-G21,PSNJ22151967-6532534,Ia,0.01037,,10,,'22:15:19.67,-65:32:53.4,0.079,0.0079,S_F_2011,22h15m16.699s,-65d33m02.46s,324.379073,-44.5232,0.01037,SB(s)ab: pec,3109,7,3232,23,'2015-08-18,,done,3,all6,,,,,,,22h15m16.7s,-65d33m03s,324.379073,-44.5232,0.082,SB(s)ab:pec,1996A&A...312..745R,33.17644113,0.473441327,HF,,33.17644113,0.473441327,,,,0,,,,,,,,,,,,,,,,,,,test
PSNJ23374322-4730393,,PSNJ23374322-4730393,Ia,0.011014,ASTER J233743.22-473039.3,8,,,,,,,,,,,,,3302,25,3375,30,,,done,3,all6,,,,,,,23h37m44.1s,-47d30m21s,333.327044,-65.03934,0.043,SAB00:pec,1991ApJS...75..935d,33.30722286,0.462290489,HF,,33.30722286,0.462290489,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15og,,,Ia-CS,0.0437,SN2016dvr,6,,,,,,,,,,,,,20428,64,20203,65,,,done,2,all6,formerlyused0.068forredshift,,,,,,03h21m07.4s,-31d18m46s,229.367386,-57.229125,0.036,,20012dF...C...0000C,37.26446676,0.351005692,HF,,37.26446676,0.351005692,,,,6,,,,,,,,,,,,,,,,,,,test
ASASSN-15od,CG -01-07-04,,Ia,0.017989,,9,,'02:23:13.210,-04:31:02.00,0.07,0,"Brown_walker_2020,S_F_2011",2h23m13.2516s,-4d31m01.5168s,171.048882,-58.532171,0.017989,               HII,5393,45,5221,46,,,done,3500,all6,,,,,,,02h23m13.2s,-04d31m02s,171.048882,-58.532171,0.081,HII,20096dF...C...0000J,34.37248962,0.395836491,HF,,34.37248962,0.395836491,,,,0,,,,,,,,,,,,,,,,,,,test
ASASSN-15ns,RK 887,,Ia,0.030671,,1,33925,'16:40:28.02,+39:19:12.8,0.036,0.0036,S_F_2011,16h40m28.0135s,39d19m12.5076s,62.764451,41.401362,0.030671,Compact,9195,57,9667,59,,,,1000,,on nucleus,,,,,,16h40m28.0s,+39d19m13s,62.764451,41.401362,0.036,Compact,1999PASP..111..438F,35.53109619,0.365173336,HF,,35.53109619,0.365173336,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15mj,PGC 2036567,,Ib,0.0344,,9,33883,'14:02:15.640,+33:39:40.29,0.039,0.0039,S_F_2011,14h02m16.1762s,33d39m41.22s,,,,,,,,,,,GI13,3,all6,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,test
ASASSN-15lh,A220215-6139,,SLSN-I,0.2326,SN2015L,100,,'22:02:15.45,-61:39:34.6,0.094,0.0094,S_F_2011,,,,,,,,,,,,,faint,6,,,,,,,,22h02m15.5s,-61d39m35s,330.071456,-45.548118,0.096,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,test
SN2015N,UGC 11797,PSNJ21431689+4334476,Ia,0.01492,SNinUGC11797,10,,'21:43:16.89,+43:34:47.6,1.25,0.1,"Brown_walker_2020,S_F_2011",21h43m20.1605s,43d34m34.644s,90.638446,-7.192067,0.018586,_,5572,17,5699,27,'2015-07-06,,done,3,3,now2,,,,,AT2018dfy,21h43m20.2s,+43d34m35s,90.638446,-7.192067,1.465,,1994A&A...286...17S,34.44339306,0.391158564,HF,,34.44339306,0.391158564,,,,0,,,,,,,,,,,,,,,,,,,test
SN2015J,A073505-6907,,IIn,0.0054,SN2015J_STJ07350518,9,33857,'07:35:05.18,-69:07:53.1,0.643,0.0643,S_F_2011,,,,,,,1466,5,1313,19,'2015-04-27,,,2,all6,,,,,,,07h36m23.8s,-69d31m51s,281.299504,-21.501573,0.556,SAB(s)bc pec,2005NRAS.361...34D,31.54400737,0.765606308,HF,,31.54400737,0.765606308,,,,10,,,,,,,,,,,,,,,,,,,test
PS15bgt,NGC 6412,PSNJ22460504-1059484,Ib-IIb,0.0089,,2,,'17:29:29.18,+75:42:39.0,0.109,0.0109,S_F_2011,17h29m37.522s,75d42m15.59s,107.231979,31.242345,0.00438,SA(s)c,1313,1,1728,18,,,done,7,,beautifulhost,,,,,,22h46m03.7s,-11d00m04s,55.522054,-56.423675,0.169,(R)SA(r)0/a:,2004AJ....128...16K,31.30466115,0.837039191,HF,,31.30466115,0.837039191,,,,0,,,,,,,,,,,,,,,,,,,test
SN2015bh,NGC 2770,PSNJ09093496+3307204,LBVgoneSN?,0.006494,iPTF13efv-SNhunt275,33,,'09:09:34.96,+33:07:20.4,0.061,0.0061,S_F_2011,9h09m33.622s,33d07m24.29s,191.569968,42.196854,0.006494,SA(s)c:,1947,2,2284,20,'2015-02-07,,done,30,,,,,,,SN2007uy_2008D,09h09m33.7s,+33d07m25s,191.569968,42.196854,0.062,SA(s)c:,1997AJ....113.1197H,32.16016728,0.619988375,HF,,32.16016728,0.619988375,,,,14,,,,,,,,,,,,,,,,,,,test
SN2015,A130032+2758,PSNJ13003230+2758411,Ia-91T,0.0231,SN2015_KISS15n,5,33789,'13:00:32.30,+27:58:41.1,0.029,0.0029,S_F_2011,,,,,,,6929,,7503,27,'2015-05-13,,done,2,all6,,,,,,,12h59m48.7s,+27d58m50s,58.0802,87.9576,0.023,II     [B],1999ApJS..125...35S,34.91669032,,HF,,34.91669032,,,,,6,,,,,,YES,,,,,,,,,,,,,test
PS15aot,NGC 6166,PSNJ16283836+3932552,Ia-91bg?,0.030354,,10,33791,'16:28:38.36,+39:32:55.2,0.025,0,"Brown_walker_2020,S_F_2011",16h28m38.2447s,39d33m04.2336s,62.934718,43.692868,0.030354,cD;E;NLRG      LEG,9100,9,9581,19,,,done,2,all6,,,,,,,16h28m38.5s,+39d33m06s,62.934718,43.692868,0.031,cD;E,1991rc3..book.....D,35.50854448,0.364230094,HF,,35.50854448,0.364230094,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15kg,2ASX J08401168-0435369,,Ia-pec?,0.014257,,3,33810,'08:40:12.010,-04:35:31.00,0.057,0.0057,S_F_2011,8h40m11.6773s,-4d35m37.1148s,230.396829,21.644036,0.014257,               HII,4274,22,4544,35,,,done,3,all6,,,,,,,08h40m11.7s,-04d35m37s,230.396829,21.644036,0.058,HII,2005A&A...430..373T,33.86751011,0.419486548,HF,,33.86751011,0.419486548,,,,0,,,,,,,,,,,,,,,,,,,test
SN2015I,NGC 2357,PSNJ07174570+2320406,Ia,0.0076,,7,33767,'07:17:45.70,+23:20:40.6,0.15,0,"Brown_walker_2020,S_F_2011",7h17m40.981s,23d21m24.28s,194.440915,15.910809,0.007589,Sc,2275,2,2444,12,'2015-05-02,,done,2,all6,,,,,,SN2010bj,07h17m41.0s,+23d21m24s,194.440915,15.910809,0.182,Sc,1997AJ....114..122G,32.49824452,0.560174949,HF,,32.49824452,0.560174949,,,,6,,,,,,,,,,,,,,,,,,,test
SN2015V,UGC 11000,PSNJ17492705+3608360,II,0.004566,,6,33724,'17:49:27.05,+36:08:36.0,0.101,0.0101,S_F_2011,17h49m26.66s,36d08m42.8s,61.661427,27.451536,0.004566,S?,1369,2,1865,19,'2015-04-04,,none,2,all 6,,57112.5,Jaeger_etal_2019,https://ui.adsabs.harvard.edu/abs/2019NRAS.490.2799D/abstract,,,17h49m26.65s,+36d08m42.8s,61.661427,27.451536,0.105,S?,Haynes_etal_1997,31.39535476,0.808819336,HF,Jaeger_etal_2019,31.39535476,0.808819336,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15hy,Unknown,,Ia-SC,0.025,,20,33762,'20:10:02.350,-00:44:21.31,0.41,0.041,S_F_2011,,,,,,,,,,,,,none,2,all6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15hx,GALEXASC J134316.80-313318.2,,Ia,0.01?,,15,,'13:43:16.692,-31:33:21.55,0.131,0.0131,S_F_2011,13h43m16.8s,-31d33m20s,315.684954,30.029661,,,,,,,,,none,2,all6,,,,,,,13h43m16.8s,-31d33m18s,315.684954,30.029661,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15hf,ESO 375-G41,,Ia,0.006178,,8,33743,'10:29:30.76,-35:15:35.2,0.266,0.0266,S_F_2011,10h29m31.007s,-35d15m35.45s,272.813145,19.180255,0.006178,S0-,1852,37,1764,44,,,done,2,all6,,,,,,,10h29m31.00s,-35d15m35.5s,272.813145,19.180255,0.273,S0- edge-on,Lauberts_Valentijn_1989,32.05154243,0.649688413,HF,,32.05154243,0.649688413,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15ga,NGC 4866,,Ia-99by,0.006631,,4,,'12:59:27.292,+14:10:15.79,0.074,0.0074,S_F_2011,12h59m27.14s,14d10m15.78s,311.539062,76.908649,0.006631,SB(rs)bc;HII   Sbrst,1988,5,1019,67,,,done,4,,nearcenterofhost,,,,,,,,,,,,,32.20541942,0.611349844,HF,,32.20541942,0.611349844,,,,0,,,,,,,,,,,,,,,,,,,test
LSQ15abl,,,SLSN-II,0.1,CSS,20,33749_33755,'09:40:29.50,-04:11:32.3,0.115,0.0115,S_F_2011,,,,,,,,,,,,,none,2,all6,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,test
SN2015F,NGC 2442,PSNJ07361576-6930230,Ia,0.00489,OGLE15la,13,,'07:36:15.76,-69:30:23.0,0.55,0,"Brown_walker_2020,S_F_2011",7h36m23.842s,-69d31m50.96s,281.299504,-21.501573,0.00489,SAB(s)bc pec,1466,5,1313,19,'2015-03-09,,done,5,,HSTspectrum,,,,,,07h36m23.84s,-69d31m51.0s,281.299504,-21.501573,0.556,SAB(s)bc,2005NRAS.361...34D,31.511,0.053,Cepheid,Cepheids_Riess_etal_2016,31.54400737,0.765606308,,,,10,31.511,0.053,Cepheids_Riess_etal_2016,,,,,,,,,,,,,,,,test
ASASSN-15fi,RK 884,,II,0.017182,,4,33717,'16:31:48.800,+20:24:38.50,0.153,0.0153,S_F_2011,16h31m48.7606s,20d24m38.7468s,37.82749,39.518945,0.017182,Pec,5151,4,5746,24,,,done,3,5noB,30ed_bright star?,x,,,,,,,,,,,,34.27279527,0.397828538,HF,,34.27279527,0.397828538,,,,0,,,,,,,,,,,,,,,,,,,test
ASASSN-15fz,NGC 5227,,II,0.017479,,2,,'13:35:25.14,+01:24:33.0,0.066,0.0066,S_F_2011,13h35m24.5507s,1d24m38.0789s,327.061109,62.204547,0.017479,(R')SB(r)b     NLAGN,5240,9,5910,43,,,m2;w1 done,13,,,x,,,,,13h35m24.556s,+01d24m38.14s,327.061109,62.204547,0.068,S2,Falco_etal_1999,34.30999395,0.396303937,HF,,34.30999395,0.396303937,,,,,,,,,,,,,,,,,,,,,,,test
SN2015G,NGC 6951,PSNJ20372558+6607115,Ibn,0.00475,,8,,'20:37:25.58,+66:07:11.5,0.994,0.0994,S_F_2011,20h37m14.1181s,66d06m20.078s,100.8958,14.853031,0.00475,SAB(rs)bc;LINERSy2,1424,1,1771,19,'2015-03-23,,done,2,all,,,,,,,20h37m14.09s,+66d06m20.3s,100.8958,14.853031,1.021,S2,HAYNES_etal_1998,31.48088746,0.783407121,HF,,31.48088746,0.783407121,,,,0,,,,,,,,,,,,,,,,,,,test
SN2015bp,NGC 5839,,Ia-91bg,0.004069,SNhunt281,13,,'15:05:30.1,+01:38:02,0.141,0.0141,S_F_2011,15h05m27.473s,1d38m04.68s,0.200193,49.008961,0.004069,SAB(rs)00:,1220,5,1581,23,'2015-03-16 11:45:36.000,'2014-07-01 05:45:07,done,5,,,,,,,,15h05m27.490s,+01d38m05.30s,0.200193,49.008961,0.144,SAB(rs)00,Cappellari_etal_2011,31.77,0.3,SBF,SBF_Tully_etal_2001,31.14513667,0.890418771,,,,13,,,,31.77,0.3,SBF_Tully_etal_2001,,,,,,,,,,,,,test
#SNinNGC5112,,PSNJ13215756+3843229,LBV,0.003252,,4,,,,,,,,,,,,,975,2,1475,24,,,GI12,3,all,,,,,,,13h21m56.4s,+38d44m05s,96.066011,76.75855,0.03,SB(rs)cd,2008NRAS.388..500E,30.6583606,1.08287025,HF,,30.6583606,1.08287025,,,,,,,,,,,,,,,,,,,,,,,test
#ASASSN-15ek nova,,,nova,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15cq,CGCG 218-007,,Ia,0.027276,,5,33630,'13:23:48.460,+43:17:59.11,0.035,0.0035,S_F_2011,13h23m48.4522s,43d18m04.2768s,102.956189,72.549463,0.027276,Sy2,8177,32,8677,38,,,done,,,,,,,,,,,,,,,,35.27630751,0.368648916,HF,,35.27630751,0.368648916,,,,2,,,,,,,,,,,,,,,,,,,test
SN2015bq,PGC 41898,,Ia-91T,0.028178,iPTF15ku,17,33636,'12:35:06.37,+31:14:35.4,0.036,0.0036,S_F_2011,12h35m05.66s,31d14m19.9s,162.894337,84.557974,0.028178,Spiral,8448,55,8980,60,'2015-02-16 17:16:48.000,,done,5,,,,,,,,12h35m05.778s,+31d14m23.76s,162.894337,84.557974,0.037,Spiral,2007ApJS..172..634A,35.34710704,0.368286103,HF,,35.34710704,0.368286103,,,,0,,,,,,,,,,,,,,,,,,,test
SN2015bo,NGC 5490,,Ia-91bg,0.016195,SNhunt278,5,,'14:09:55.12,+17:31:55.5,0.065,0,"Brown_walker_2020,S_F_2011",14h09m57.33s,17d32m43.53s,9.141668,69.509768,0.016195,E,4855,24,5501,40,'2015-02-14 10:37:06.000,'2015-01-28 10:22:17,done,5,,,,,,,,14h09m57.295s,+17d32m43.98s,9.141668,69.509768,0.073,E,Simien_Prugniel_1997,34.14428369,0.40447393,HF,,34.14428369,0.40447393,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
PS15ae,,,SLSN-I,0.11,SN2015bn_CSS141223-113342+004332,32,,,,,,,,,,,,,,,,,,,,5,223f,,,,,,,ra,dec,,,,morphology,reference,,,,,,,,,,26,,,ref,,,ref,,,ref,,,,,,,,,ref,test
PS15jf,,PSNJ09132750+7627410,imposter?,0.004923,,6,,'09:13:27.41,+76:27:40.9,0.06,0,"Brown_walker_2020,S_F_2011",,,,,,,1476,2,1833,16,,,done,2,all,,,,,,,09h13m43.02s,+76d28m31.2s,136.255,34.361,0.073,SAbc           HII,1996A&AS..116...15K,31.55876931,0.761330811,HF,,31.55876931,0.761330811,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SNhunt60,UGC 5623,,IIb,0.033893,,12,,'10:23:48.72,+33:48:24.48,0.055,0,"Brown_walker_2020,S_F_2011",10h23m48.6038s,33d48m28.7892s,191.861711,57.674687,0.033893,Scd:,10161,10,10512,20,,,done,3,UV,,,,,,,10h23m48.60s,+33d48m28.4s,191.862,57.675,0.067,Scd:,1991rc3..book.....D,35.74801977,0.360933648,HF,,35.74801977,0.360933648,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
ASASSN-15ar,CGCG 439-010,,Ia,0.02882,,7,,'02:28:20.360,+10:23:03.87,0.293,0.0293,S_F_2011,2h28m21.6701s,10d22m55.7004s,158.268338,-45.734887,0.02882,,8640,31,8400,35,,,done,5,all,,,,,,,02h28m21.67s,+10d22m55.7s,158.268,-45.735,0.299,,1999ApJS..121..287H,35.39590623,0.366443758,HF,,35.39590623,0.366443758,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
ASASSN-15aj,NGC 3449,,Ia,0.010921,,9,,'10:52:53.260,-32:55:34.86,0.205,0.0205,S_F_2011,10h52m53.65s,-32d55m39.47s,275.98482,23.667932,0.010921,SA(s)ab:,3274,6,3328,26,,,done,3,all,,,,,,,10h52m53.66s,-32d55m39.4s,275.985,23.668,0.209,SA(s)ab:,1998A&AS..130..333T,33.28873089,0.46253525,HF,,33.28873089,0.46253525,,,,2,,,ref,,,ref,,,ref,,,,,,,,,ref,test
Gaia15acw,NGC 2668,PSNJ08492024+3642572,II,0.025114,,4,,'08:49:20.24,+36:42:57.2,0.085,0,"Brown_walker_2020,S_F_2011",8h49m22.5574s,36d42m37.2276s,186.159217,38.589652,0.025114,Sab,7529,9,7757,15,,,GI12,3,all,,x,,,,,08h49m22.563s,36d42m37.18s,186.159217,38.589652,0.096,Sab,1991rc3..book.....D,35.097024,0.371806515,HF,,35.097024,0.371806515,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
iPTF14atg,,,Ia,0.021405,ASASSN-14bd,,,,,,,,,,,,,,,,,,,,done,,,shock?,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,test
ASASSN-14lw,GALEXASC J010647.95-465904.1,,Ia,0.023,,12,,'01:06:49.170,-46:58:59.96,0.037,0.0037,S_F_2011,1h06m47.95s,-46d59m04.1s,295.286222,-69.915161,,,,,,,,,done,4,UV,,,,,,,01h06m47.9s,-46d59m04s,295.286222,-69.915161,0.038,,,,,,,,,,,,12,,,ref,,,ref,,,ref,,,,,,,,,ref,test
ASASSN-14ms,SDSS J130408.52+521846.4,,Ibn,0.054,,2,,'13:04:08.69,+52:18:46.5,0.031,0.0031,S_F_2011,13h04m08.527s,52d18m46.48s,118.385423,64.703134,,,,,,,,,,2,all,arxiv1711.00862,,,,,,,,,,,,,,,,,,,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2014es,CG -01-24-12,PSNJ09204691-0803340,IIn,0.019644,,8,,'09:20:46.91,-08:03:34.0,0.092,0.0092,S_F_2011,9h20m46.2624s,-8d03m21.9353s,239.781042,28.06702,0.019644,SAB(rs)c:      Sy2,5889,10,6249,35,'2014-11-20 10:48:00.000,,done,3,all,,,,,,,09h20m46.2s,-08d03m22s,239.781042,28.06702,0.094,SAB(rs)c,Theureau_etal_2005,34.56354529,0.386613703,HF,,34.56354529,0.386613703,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
ASASSN-14lp,NGC 4666,,Ia,0.0051,,27,,'12:45:09.10,-00:27:32.4,0.065,0,"Brown_walker_2020,S_F_2011",12h45m08.676s,-0d27m42.88s,299.537333,62.368367,0.005101,SABc:;HII      LINER,1529,5,2005,40,,,done,4,,,,,,,,12h45m08.6s,-00d27m43s,299.537333,62.368367,0.068,SABc:;HII;LINER,2005NRAS.361...34D,31.63537494,0.740658962,HF,,31.63537494,0.740658962,,,,13,,,ref,,,ref,,,ref,,,,,,,,,TF,test
SN2014eg,ESO 154-G10,,Ia-91T,0.018633,,10,,'02:45:09.27,-55:44:16.9,0.08,0.008,S_F_2011,2h45m08.716s,-55d44m26.15s,275.204411,-54.832336,0.018633,(R'_1)SB(r)ab,5586,24,5639,33,'2014-11-16,,done,4,,https://ui.adsabs.harvard.edu/abs/2015CBET.4062....1K/abstract,,,,,,02h45m08.7s,-55d44m26s,275.204411,-54.832336,0.082,(R'_1)SB(r)ab,1996ApJS..107..201L,34.44884217,0.391244877,HF,,34.44884217,0.391244877,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
ASASSN-14kr,GALEXASC J125413.02-073849.5,,Ia,0.014,,3,,'12:54:13.150,-07:38:57.46,0.093,0.0093,S_F_2011,12h54m13s,-7d38m49s,304.139478,55.217991,,,,,,,,,,3,,,,,,,,12h54m13.1s,-07d38m50s,304.139478,55.217991,0.096,SAB(s)m,,,,,,,,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
ASASSN-14kd,2ASX J22532475+0447583,,Ia-91T,0.026,,9,,'22:53:24.95,+04:47:57.3,0.182,0.0182,S_F_2011,22h53m24.7574s,4d47m58.2563s,76.686987,-47.196618,0.028993,,8692,0,8639,19,,,done,4,all,,,,,,,22h53m24.7s,+04d47m58s,76.686987,-47.196618,0.186,,,35.40893611,0.365785986,HF,,35.40893611,0.365785986,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
