SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,orphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,Reference,ReferenceLinks,ethod,other_SNe,ra,dec,gallat,gallong,Avschaflly,morphology,reference,Distance_best,Distance_err_best,ethod_best,Refer_best,Hubble_dm,Hubble_dm_err,Best_dm,Best_dm_err,Best_dm_method,UV2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,PNLF_dm,PNLF_dm_err,PNLF_dm_ref,TF_dm,TF_dm_err,TF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_ref,Other_dm,Other_dm_err,Other_dm_ref,test
SN2021dms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021dzv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021dnm,,,,,,,,'12:37:24.215,+23:05:36.75,0.039,0.0039,S_F_2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021dov,CGCG 005-038,,,,,,,'08:56:18.711,-00:26:31.70,0.095,0.0095,S_F_2011,8h56m18.7241s,-0d26m29.3964s,228.806368,27.242516,0.012698,Sab            NLAGN,3807,4,4095,28,,,,,,,,,,,,,,,,,,,33.6162519,0.43541763,HF,,33.6162519,0.43541763,,,,,,,,,,,,,,,,,,,,,,,
SN2021cwc,UGC 3502,,,,,,,'06:39:46.831,+65:27:07.40,0.167,0.0167,S_F_2011,6h39m48.04s,65d27m11.28s,149.793798,23.328869,0.021502,SBb:,6446,26,6557,29,,,,,,,,,,,,,,,,,,,34.75978902,0.380837051,HF,,34.75978902,0.380837051,,,,,,,,,,,,,,,,,,,,,,,
SN2021cgu,CGCG 038-099,,,,,,,'11:03:03.709,+05:05:53.41,0.099,0.0099,S_F_2011,11h03m04.3699s,5d05m50.7012s,248.575573,56.070087,0.025452,Sc,7630,3,8143,35,,,,,,,,,,,,,,,,,,,35.12596021,0.371139164,HF,,35.12596021,0.371139164,,,,,,,,,,,,,,,,,,,,,,,
SN2021bhd,UGC 8737,,,,,,,'13:48:14.697,+68:05:23.21,0.052,0.0052,S_F_2011,13h48m16.707s,68d05m06.05s,115.037011,48.16271,0.005954,Sbc,1785,3,2249,19,,,,,,,,,,,,,,,,,,,31.97152862,0.6591547,HF,,31.97152862,0.6591547,,,,,,,,,,,,,,,,,,,,,,,
SN2021blu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021bmx,ESO 317-G6,,,,,,,'10:14:50.246,-38:11:29.90,0.241,0.0241,S_F_2011,10h14m49.054s,-38d11m19.65s,271.999098,15.100627,0.01463,SB(rs)b pec?   HII,4386,10,4727,42,,,,,,,,,,,,,,,,,,,33.92368065,0.415543497,HF,,33.92368065,0.415543497,,,,,,,,,,,,,,,,,,,,,,,
SN2021bug,NGC 4533,,,,,,,'12:34:22.753,+02:19:02.11,0.053,0.0053,S_F_2011,12h34m22.0193s,2d19m31.4148s,292.850924,64.862444,0.005871,SAd: sp        HII,1760,2,2211,35,,,,,,,,,,,,,,,,,,,31.94090086,0.665902495,HF,,31.94090086,0.665902495,,,,,,,,,,,,,,,,,,,,,,,
SN2021arg,,,,,,,,'04:31:18.787,-10:23:46.85,0.151,0.0151,S_F_2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ass,NGC 684,,,,,,,'01:50:10.128,+27:38:42.79,0.225,0.0225,S_F_2011,1h50m14.0296s,27d38m44.4566s,138.557385,-33.435758,0.011798,Sb,3537,1,3452,18,,,,,,,,,,,,,,,,,,,33.45651282,0.447771106,HF,,33.45651282,0.447771106,,,,,,,,,,,,,,,,,,,,,,,
SN2021ads,NGC 5215,,,,,,,'13:35:07.549,-33:28:59.47,0.151,0.0151,S_F_2011,13h35m08s,-33d29m06s,313.29458,28.50711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021aai,NGC 2268,,,,,,,'07:14:26.861,+84:22:51.45,0.171,0.0171,S_F_2011,7h14m17.441s,84d22m56.18s,129.239082,27.546486,0.007428,SAB(r)bc,2227,2,2525,16,,,,,,,,,,,,,,,,,,,32.4519386,0.567640278,HF,,32.4519386,0.567640278,,,,,,,,,,,,,,,,,,,,,,,
SN2021pb,,,,,,,,'09:44:46.816,+51:41:14.62,0.03,0.003,S_F_2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021do,NGC 3147,,,,,,,'10:16:56.667,+73:23:51.29,0.065,0.0065,S_F_2011,10h16m53.632s,73d24m02.34s,136.2899917,39.463239,0.009346,SA(rs)bc;HII   Sy2,2802,1,3140,15,,,,,,,,,,,,,,,,,,,32.95067817,0.497931176,HF,,32.95067817,0.497931176,,,,,,,,,,,,,,,,,,,,,,,
SN2021K,CG +06-30-84,,,,,,,'13:47:10.693,+34:05:21.34,0.067,0.0067,S_F_2011,13h47m10.712s,34d05m18.86s,66.48968,76.152792,0.016453,,4932,3,5519,26,,,,,,,,,,,,,,,,,,,34.17845286,0.402098404,HF,,34.17845286,0.402098404,,,,,,,,,,,,,,,,,,,,,,,
SN2021J,NGC 4414,,,,,,,'12:26:27.015,+31:13:20.57,0.052,0.0052,S_F_2011,12h26m27.089s,31d13m24.76s,174.538951,83.181944,0.002362,SA(rs)c?;HII   LINER,708,2,646,8,,,,,,,,,,,,,,,,,,,29.96350381,1.454551311,HF,,29.96350381,1.454551311,,,,,,,,,,,,,,,,,,,,,,,
SN2020tlf,NGC 5731,,,,,,,'14:40:10.034,+42:46:39.64,0.045,0.0045,S_F_2011,14h40m09.2062s,42d46m46.38s,75.388122,62.973414,0.008382,S?,2513,2,3079,23,,,,,,,,,,,,,,,,,,,32.71429996,0.528136343,HF,,32.71429996,0.528136343,,,,,,,,,,,,,,,,,,,,,,,
SN2020abjq,UGC 678,,,,,,,'01:06:14.630,+03:34:26.08,0.069,0.0069,S_F_2011,1h06m14.029s,3d34m27.86s,130.13272,-59.090301,0.018433,SA(rs)d:,5526,4,5374,17,,,,,,,,,,,,,,,,,,,34.42539192,0.39156593,HF,,34.42539192,0.39156593,,,,,,,,,,,,,,,,,,,,,,,
SN2021uqw,AGC 311171,,,,,,,'21:53:59.429,+06:41:51.04,0.229,0.0229,S_F_2011,21h53m59.2001s,6d41m47.0004s,64.551928,-35.363607,0.028019,,8400,76,8453,78,,,,,,,,,,,,,,,,,,,35.33473395,0.369840631,HF,,35.33473395,0.369840631,,,,,,,,,,,,,,,,,,,,,,,
SN2021pit,NGC 1448,,,,,,,'03:44:30.206,-44:37:57.25,0.025,0,"Brown_walker_2020,S_F_2011",3h44m31.915s,-44d38m41.38s,251.522402,-51.393884,0.003896,SAcd: sp,1168,2,1073,12,,,,,,,,,,,,,,,,,,,31.05055173,0.923933994,HF,,31.05055173,0.923933994,,,,,,,,,,,,,,,,,,,,,,,
SN2020adow,KUG 0830+278,, Ic,,,,,'08:33:42.266,+27:42:43.83,0.097,0.0097,S_F_2011,8h33m42.612s,27d42m43.96s,196.228205,33.510507,0.007505,Spiral,2250,16,2529,24,'2020-12-26 09:50:24.000,'2020-12-23 00:57:36,,,,,,,,,,,,,,,,,32.47425011,0.565117982,HF,,32.47425011,0.565117982,,,,,,,,,,,,,,,,,,,,,,,
SN2020acma,ESO 437-G19,, Ia,,,,,'10:37:57.860,-28:54:30.78,0.157,0.0157,S_F_2011,10h37m56.202s,-28d54m26.42s,270.692217,25.479816,0.013923,SB(r)0+,4174,26,4523,47,'2020-12-12 14:12:28.800,'2020-12-10 14:49:55,,,,,,,,,,,,,,,,,33.81609974,0.423002454,HF,,33.81609974,0.423002454,,,,,,,,,,,,,,,,,,,,,,,
SN2020acct,,, IIn,,,,,'09:44:56.060,+31:05:45.77,0.08,0.008,S_F_2011,,,,,,,,,,,'2020-12-10 10:09:07.200,'2020-12-07 11:11:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020acat,,, IIb,,,,,'11:50:41.209,-10:13:38.72,0.064,0.0064,S_F_2011,,,,,,,,,,,'2020-12-09 15:07:12.000,'2020-12-07 14:36:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020able,,, Ic,,,,,'09:26:02.258,+24:31:17.83,0.086,0.0086,S_F_2011,,,,,,,,,,,'2020-12-02 12:46:04.800,'2020-11-30 12:57:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020abtf,,, II,,,,,'07:59:34.483,+15:18:00.02,0.091,0.0091,S_F_2011,,,,,,,,,,,'2020-12-02 10:37:55.200,'2020-12-02 09:27:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020aboh,NGC 2799,,,,,,,'09:17:31.764,+41:59:34.01,0.053,0.0053,S_F_2011,9h17m31.0043s,41d59m38.5822s,179.536166,44.323513,0.005581,SB(s)m?        HII,1673,4,2033,19,'2020-12-04 10:37:55.200,'2020-12-02 11:57:07,,,,,,,,,,,,,,,,,31.83081722,0.691365099,HF,,31.83081722,0.691365099,,,,,,,,,,,,,,,,,,,,,,,
SN2020abjq,UGC 678,, II,,,,,'01:06:14.630,+03:34:26.08,0.069,0.0069,S_F_2011,1h06m14.029s,3d34m27.86s,130.13272,-59.090301,0.018433,SA(rs)d:,5526,4,5374,17,'2020-12-02 09:02:52.800,'2020-12-01 10:06:14,,,,,,,,,,,,,,,,,34.42539192,0.39156593,HF,,34.42539192,0.39156593,,,,,,,,,,,,,,,,,,,,,,,
SN2020aatc,CG -02-08-07,, Ia,,,,,'02:48:16.430,-10:15:07.52,0.077,0.0077,S_F_2011,2h48m15.418s,-10d15m08.25s,187.020712,-57.737152,0.015254,S?,4573,8,4431,12,'2020-11-23 06:10:46.998,'2020-11-21 06:08:33,,,,,,,,,,,,,,,,,34.01434352,0.410436917,HF,,34.01434352,0.410436917,,,,,,,,,,,,,,,,,,,,,,,
SN2020zpi,CGCG 388-092,, Ia,,,,,'02:40:20.453,-01:26:48.70,0.088,0.0088,S_F_2011,2h40m20.5301s,-1d26m42.6012s,172.996582,-53.382267,0.037056,,11109,45,10844,47,'2020-11-12 07:35:24.000,'2020-11-12 07:06:45,,,,,,,,,,,,,,,,,35.94171235,0.359272277,HF,,35.94171235,0.359272277,,,,,,,,,,,,,,,,,,,,,,,
SN2020znr,,,SL-I,,,,,'07:19:06.423,+23:53:07.32,0.163,0.0163,S_F_2011,,,,,,,,,,,'2020-11-12 09:27:06.048,'2020-11-10 12:08:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020zgl,RK 1131,, Ib-pec,,,,,'23:28:01.143,-02:09:53.61,0.155,0.0155,S_F_2011,23h28m01.121s,-2d09m51.86s,80.721589,-58.028162,0.007715,Irr,2313,45,2354,47,'2020-11-11 04:09:01.999,'2020-11-05 05:24:55,,,,,,,,,,,,,,,,,32.53421568,0.562976833,HF,,32.53421568,0.562976833,,,,,,,,,,,,,,,,,,,,,,,
SN2020zbf,,,SL-I,,,,,'01:58:01.671,-41:20:51.84,0.046,0.0046,S_F_2011,,,,,,,,,,,'2020-11-08 10:06:14.400,'2020-11-06 11:03:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020zso,,,TDE,,,,,,,,,,22h22m17.1322s,-7d15m58.968s,,,,,,,,,'2020-11-12 03:36:05.003,'2020-11-12 02:03:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020zoq,UGC 5760,, II,,,,,'10:36:21.573,+13:43:07.36,0.083,0.0083,S_F_2011,10h36m21.321s,13d42m41s,229.170652,55.77338,0.010044,Scd            HII,3011,1,3435,29,'2020-11-14 13:27:50.400,'2020-11-12 08:38:24,,,,,,,,,,,,,,,,,33.1068913,0.480485988,HF,,33.1068913,0.480485988,,,,,,,,,,,,,,,,,,,,,,,
SN2020znr,,,SL-I,,,,,'07:19:06.423,+23:53:07.32,0.163,0.0163,S_F_2011,,,,,,,,,,,'2020-11-12 09:27:06.048,'2020-11-10 12:08:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020zgl,RK 1131,, Ib-pec,,,,,'23:28:01.143,-02:09:53.61,0.155,0.0155,S_F_2011,23h28m01.121s,-2d09m51.86s,80.721589,-58.028162,0.007715,Irr,2313,45,2354,47,'2020-11-11 04:09:01.999,'2020-11-05 05:24:55,,,,,,,,,,,,,,,,,32.53421568,0.562976833,HF,,32.53421568,0.562976833,,,,,,,,,,,,,,,,,,,,,,,
SN2020yzo,ESO 34-G12,, II,,,,,'06:43:32.096,-72:35:25.53,0.281,0.0281,S_F_2011,6h43m30.809s,-72d35m40.55s,283.438548,-26.379023,0.018503,SAB(rs)c,5547,7,5809,39,'2020-11-06 08:23:59.000,'2020-10-29 07:55:12,,,,,,,,,,,,,,,,,34.43362835,0.391283921,HF,,34.43362835,0.391283921,,,,,,,,,,,,,,,,,,,,,,,
SN2020uew,,,SL-I,,,,,,,,,,,,,,,,,,,,'2020-09-23 11:42:43.200,'2020-09-21 13:55:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020yvu,,, Ia,,,,,'23:00:59.870,+40:54:38.16,0.301,0.0301,S_F_2011,,,,,,,,,,,'2020-11-04 08:49:55.200,'2020-11-03 09:04:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020xys,,,Other,,,,,,,,,,,,,,,,,,,,'2020-10-17 11:31:45.696,'2018-12-19 09:05:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020wtq,,, Ia,,,,,'01:13:08.093,+28:40:37.13,0.153,0.0153,S_F_2011,,,,,,,,,,,'2020-10-12 06:21:36.000,'2020-10-09 10:27:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020xyw,IC 2200A,, Ia,,,,,'07:28:07.980,-62:21:28.95,0.492,0.0492,S_F_2011,7h28m06.3552s,-62d21m47.1898s,273.813672,-19.766452,0.010814,SB(s)0- pec?,3242,14,3300,30,'2020-10-22 16:41:01.824,'2020-10-20 15:04:52,,,,,,,,,,,,,,,,,33.26740257,0.464942838,HF,,33.26740257,0.464942838,,,,,,,,,,,,,,,,,,,,,,,
SN2020xua,UGC 12218,, II,,,,,'22:51:22.175,+32:21:04.93,0.232,0.0232,S_F_2011,22h51m21.68s,32d21m01.67s,95.370599,-24.016691,0.021371,Im?            HII,6407,6,6409,24,'2020-10-21 08:03:50.400,'2020-10-19 08:41:17,,,,,,,,,,,,,,,,,34.74661114,0.380717665,HF,,34.74661114,0.380717665,,,,,,,,,,,,,,,,,,,,,,,
SN2020pvb,,, IIn,,,,,'20:53:53.032,-25:28:26.09,0.185,0.0185,S_F_2011,,,,,,,,,,,'2020-07-18 10:06:14.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020wtq,,, Ia,,,,,'01:13:08.093,+28:40:37.13,0.153,0.0153,S_F_2011,,,,,,,,,,,'2020-10-12 06:21:36.000,'2020-10-09 10:27:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020tcw,,,SL-I,,,,,'15:28:17.096,+39:56:50.50,0.06,0.006,S_F_2011,,,,,,,,,,,'2020-09-12 05:26:52.800,'2020-09-08 05:57:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020uzq,CG -02-60-01,, II,,,,,'23:34:00.199,-11:46:59.21,0.085,0.0085,S_F_2011,23h34m00.161s,-11d46m58.45s,69.350183,-66.218416,0.011501,,3448,45,3455,47,'2020-10-06 11:06:43.200,'2020-10-05 11:03:50,,,,,,,,,,,,,,,,,33.4011738,0.457094053,HF,,33.4011738,0.457094053,,,,,,,,,,,,,,,,,,,,,,,
SN2020uxz,NGC 514,, Ia,,,,,'01:24:06.890,+12:55:17.26,0.103,0.0103,S_F_2011,1h24m03.896s,12d55m02.8476s,135.145322,-49.179063,0.008246,SAB(rs)c,2472,1,2415,15,'2020-10-05 13:45:30.000,,,,,,,,,,,,,,,,,,32.67857985,0.533115828,HF,,32.67857985,0.533115828,,,,10,,,,,,,,,,,,,,,,,,,
SN2020tug,,, Ia,,,,,'23:59:27.892,+17:51:54.73,0.079,0.0079,S_F_2011,23h59m27.4025s,17d51m53.7264s,,,,,,,,,'2020-09-19 08:47:06.000,'2020-09-18 08:46:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020tkp,,, Ia,,,,,'23:58:10.587,+22:46:12.47,0.227,0.0227,S_F_2011,,,,,,,,,,,'2020-09-14 08:07:09.120,'2020-09-12 09:52:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020szr,UGC 12395,, Ia,,,,,'23:09:33.094,+15:39:33.38,0.478,0.0478,S_F_2011,23h09m34.453s,15d39m17.19s,89.891623,-40.591967,0.025281,Sdm:,7579,6,7517,22,'2020-09-11 11:03:50.400,'2020-09-09 11:42:43,,,,,,,,,,,,,,,,,35.11139705,0.371467407,HF,,35.11139705,0.371467407,,,,,,,,,,,,,,,,,,,,,,,
SN2020tlf,NGC 5731,, IIn,,,,,'14:40:10.034,+42:46:39.64,0.045,0.0045,S_F_2011,14h40m09.2062s,42d46m46.38s,75.388122,62.973414,0.008463,S?,2537,9,3103,24,'2020-09-16 05:18:14.400,'2020-09-08 05:54:14,,,,,,,,,,,,,,,,,32.73493985,0.525590137,HF,,32.73493985,0.525590137,,,,,,,,,,,,,,,,,,,,,,,
SN2020scq,,,,,,,,'02:43:52.809,-00:37:06.96,0.095,0.0095,S_F_2011,,,,,,,,,,,'2020-08-25 13:33:35.000,'2020-08-23 13:26:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020pni,UGC 9684,, II,,,,,'15:03:49.964,+42:06:50.52,0.053,0.0053,S_F_2011,15h03m50.4864s,42d06m55.6351s,70.66689,59.186902,0.016872,SBab,5058,7,5609,22,'2020-07-16 04:44:29.996,'2020-07-15 06:06:02,,,,,,,,,,,,,,,,,34.23323164,0.399623642,HF,,34.23323164,0.399623642,,,,,,,,,,,,,,,,,,,,,,,
SN2020rte,,,,,,,,,,,,,14h54m38.983s,42d01m24.6s,71.638154,60.823762,0.008399,SABab,2518,72,3086,75,'2020-08-20 20:26:07.000,,,,,,,,,,,,,,,,,,32.71861615,0.546556963,HF,,32.71861615,0.546556963,,,,,,,,,,,,,,,,,,,,,,,
SN2020roj,,,,,,,,,,,,,,,,,,,,,,,'2020-08-16 06:14:24.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2020rlj,,, Ia,,,,,'23:01:09.609,+23:29:13.95,0.332,0.0332,S_F_2011,23h01m09.6178s,23d29m03.7414s,92.596191,-32.811242,0.039761,,11920,38,11822,45,'2020-08-16 07:13:53.003,'2020-08-15 08:10:06,GI18,,,,,,,,,,,,,,,,36.09471879,0.357568614,HF,,36.09471879,0.357568614,,,,,,,,,,,,,,,,,,,,,,,
SN2020rgz,,, Ia,,,,,'18:12:01.059,+51:43:28.56,0.111,0.0111,S_F_2011,18h12m01.4296s,51d43m29.2876s,79.75114,26.892155,,,,,,,'2020-08-13 05:17:32.997,'2020-08-10 05:58:26,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020qic,,, Ia,,,,,'00:15:05.611,+43:20:35.64,0.201,0.0201,S_F_2011,,,,,,,,,,,'2020-07-24 11:18:30.000,'2020-07-24 09:45:38,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020pst,UGC 768 NOTES01,, Ia,,,,,'01:13:12.038,+02:17:01.82,0.099,0.0099,S_F_2011,1h13m10.536s,2d16m53.4s,133.893098,-60.124168,0.046035,,13801,58,13533,61,'2020-07-17 11:01:55.000,'2020-07-17 10:06:44,GI18,,,,,,,,,,,,,,,,36.4128903,0.355323871,HF,,36.4128903,0.355323871,,,,,,,,,,,,,,,,,,,,,,,
SN2020pjj,,, Ia-pec,,,,,'13:50:41.314,+30:29:20.57,0.039,0.0039,S_F_2011,,,,,,,,,,,'2020-07-13 05:45:34.272,'2020-07-12 05:09:28,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020nta,NGC 6065,,Ia-91bg-like,,,,,'16:07:23.346,+13:53:33.44,0.105,0.0105,S_F_2011,16h07m22.98s,13d53m16.73s,26.940999,42.56459,0.033953,S0,10179,42,10778,49,'2020-06-29 05:08:43.996,'2020-06-27 05:29:16,GI18,,,,,,,,,,,,,,,,35.75186309,0.361441953,HF,,35.75186309,0.361441953,,,,,,,,,,,,,,,,,,,,,,,
SN2020nxt,,,Ibn,,,,,,,,,,,,,,,,,,,,'2020-07-03 12:53:16.800,'2020-07-01 14:29:46,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020nvb,NGC 4457,, Ia,,,,,'12:28:58.790,+03:34:22.09,0.058,0.0058,S_F_2011,12h28m59.011s,3d34m14.19s,289.13239,65.838912,0.002942,(R)SAB(s)0/a   LINER,882,6,989,19,'2020-07-01 13:10:34.000,,GI18,,,,,,,,,,,,,,,,30.44068044,1.186251581,HF,,30.44068044,1.186251581,,,,,,,,,,,,,,,,,,,,,,,test
SN2020nlb,85,, Ia,,,,13595,'12:25:24.181,+18:12:12.52,0.08,0.008,S_F_2011,12h25m24.053s,18d11m27.89s,267.711943,79.237651,0.002432,SA(s)0+ pec,729,2,1031,23,'2020-06-25 06:01:26.400,'2020-06-23 06:43:12,GI18,,,,,,,,,,,,,,,,30.02697516,1.415071681,HF,,30.02697516,1.415071681,,,,,,,,,,,,,,,,,,,,,,,test
SN2020mr,,,,,,,13050,,,,,,8h49m58.4003s,70d17m57.9595s,143.968009,35.284727,0.012762,SB(rs)b:,3826,9,4092,16,'2020-01-06 04:29:31.000,'2020-01-05 10:51:32,GI18,,,,,,,,,,,,,,,,33.62706235,0.434759316,HF,,33.62706235,0.434759316,,,,,,,,,,,,,,,,,,,,,,,test
SN2020mjm,UGC 9299,, II,,,,13562,'14:29:29.331,-00:01:17.71,0.117,0.0117,S_F_2011,14h29m34.5937s,-0d01m05.6705s,347.942053,54.045767,0.005134,SAB(s)d pec,1539,3,1917,26,'2020-06-12 04:37:29.280,'2020-06-09 04:48:00,GI18,,,,,,,,,,,,,,,,31.64953062,0.73679215,HF,,31.64953062,0.73679215,,,,,,,,,,,,,,,,,,,,,,,test
SN2020llx,NGC 7140,, II,,,,13537,'21:52:14.015,-55:33:44.76,0.061,0.0061,S_F_2011,21h52m15.352s,-55d34m10.79s,338.79268,-47.154121,0.009947,(R'_2)SB(rs)b,2982,3,3122,20,'2020-05-31 00:14:24.000,'2020-05-28 00:43:12,GI18,,,,,,,,,,,,,,,,33.08587571,0.482747466,HF,,33.08587571,0.482747466,,,,,,,,,,,,,,,,,,,,,,,test
SN2020lil,,, Ia,,,,,'14:37:59.670,+09:23:18.78,0.102,0.0102,S_F_2011,14h37m59.6558s,9d23m15.3672s,2.781906,59.230973,0.030703,,9205,34,9859,47,'2020-05-29 06:35:34.996,'2020-05-29 06:22:12,GI18,,,,,,,,,,,,,,,,35.53345648,0.364288704,HF,,35.53345648,0.364288704,,,,,,,,,,,,,,,,,,,,,,,
SN2020kyx,CGCG 137-064,, Ia,,,,,'16:13:45.538,+22:55:14.36,0.243,0.0243,S_F_2011,16h13m46.0373s,22d55m08.4036s,39.339481,44.27289,0.031985,,9589,28,10155,35,'2020-05-24 06:27:05.003,'2020-05-23 06:32:08,GI18,,,,,,,,,,,,,,,,35.62220411,0.362838858,HF,,35.62220411,0.362838858,,,,,,,,,,,,,,,,,,,,,,,
SN2020kpx,CGCG 050-050,, Ia,,,,,'15:38:10.144,+04:46:50.60,0.139,0.0139,S_F_2011,15h38m10.6651s,4d46m49.4292s,11.12354,44.454557,0.022829,,6844,51,7509,61,'2020-05-21 09:28:48.000,'2020-05-19 11:28:19,GI18,,,,,,,,,,,,,,,,34.88988752,0.378550682,HF,,34.88988752,0.378550682,,,,,,,,,,,,,,,,,,,,,,,
SN2020kyg,NGC 5012,,Iax[02cx-like],,,,13505,'13:11:39.596,+22:54:55.92,0.037,0.0037,S_F_2011,13h11m37.0532s,22d54m55.8136s,351.362445,83.784933,0.008736,SAB(rs)c       LINER,2619,5,3182,29,'2020-05-24 09:15:50.400,'2020-05-20 08:38:24,GI18,,,,,,,,,,,,,,,,32.80401501,0.516182929,HF,,32.80401501,0.516182929,,,,,,,,,,,,,,,,,,,,,,,test
SN2020jfo,61,, II,,,,13494,'12:21:50.479,+04:28:54.14,0.05,0,"Brown_walker_2020,S_F_2011",12h21m54.9275s,4d28m25.5883s,284.3706957,66.275675,0.005224,SAB(rs)bc;HII  Sy2,1566,2,994,34,'2020-05-06 04:51:41.184,'2020-05-02 06:36:11,GI18,,,,,,,,,,,,,,,,31.68729631,0.726894207,HF,,31.68729631,0.726894207,,,,,,,,,,,,,,,,,,,,,,,test
SN2020hvp,NGC 6118,, Ib,,,,13478,'16:21:45.395,-02:17:21.29,0.424,0.0424,S_F_2011,16h21m48.622s,-2d17m00.32s,11.457738,31.469608,0.005247,SA(s)cd        HII,1573,1,1966,18,'2020-04-21 12:24:28.800,'2020-04-19 12:28:48,GI18,,,,,,,,,,,,,,,,31.69698113,0.724377905,HF,,31.69698113,0.724377905,,,,,,,,,,,,,,,,,,,,,,,test
SN2020hvf,NGC 3643,, Ia,,,,13466,'11:21:26.450,+03:00:52.85,0.109,0.0109,S_F_2011,11h21m24.954s,3d00m50.19s,257.298535,57.677058,0.005838,SB(r)0+: sp,1750,46,2151,56,'2020-04-21 09:07:12.000,'2020-04-19 09:04:19,GI18,,,,,,,,,,,,,,,,31.92852776,0.681445048,HF,,31.92852776,0.681445048,,,,21,,,,,,,,,,,,,,,,,,,test
SN2020jgl,CG -02-24-27,, Ia,,,,,'09:28:58.431,-14:48:19.76,0.17,0,"Brown_walker_2020,S_F_2011",9h28m59.256s,-14d48m27.25s,247.09941,25.43229,0.006758,SB(s)d,2026,6,2174,27,'2020-05-07 06:54:43.200,'2020-05-06 07:16:19,done,,,,,,,,SN2011at,,,,,,,,32.24653472,0.60366143,HF,,32.24653472,0.60366143,,,,,,,,,,,,,,,,,,,,,,,test
SN2020jdo,,, Ia,,,,,'18:15:43.648,+58:12:54.81,0.095,0.0095,S_F_2011,,,,,,,,,,,'2020-05-01 11:13:10.000,'2020-05-01 10:58:28,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
